"bien_id","code_dep","code_commune","type_local","surface_carrez","surface_reelle","nombre_pieces"
12712,"11","170",Appartement,18.5,22,1
12713,"11","202",Maison,28.1,29,2
12714,"11","266",Appartement,60.47,60,3
12715,"11","285",Appartement,101.41,38,3
12716,"13","043",Maison,74.34,102,5
12717,"13","054",Appartement,65.86,66,4
12718,"13","119",Appartement,25.98,26,1
12719,"13","201",Appartement,21.43,18,1
12720,"13","201",Appartement,40.0,34,1
12721,"13","202",Appartement,47.09,49,2
12722,"13","203",Appartement,18.4,18,1
12723,"13","203",Appartement,102.15,100,4
12724,"13","203",Appartement,48.91,50,3
12725,"13","203",Appartement,48.19,55,3
12726,"13","204",Appartement,61.87,63,3
12727,"13","204",Appartement,18.6,24,1
12728,"13","204",Appartement,59.03,59,3
12729,"13","208",Appartement,87.65,82,3
12730,"13","210",Appartement,38.8,39,2
12731,"13","212",Appartement,46.85,46,2
12732,"13","212",Appartement,67.9,69,3
12733,"13","212",Appartement,145.2,135,4
12734,"14","220",Appartement,42.84,42,1
12735,"14","220",Appartement,29.7,29,1
12736,"14","220",Appartement,22.65,29,1
12737,"14","225",Appartement,85.2,90,4
12738,"14","338",Appartement,21.18,21,1
12739,"14","699",Maison,80.78,56,3
12740,"17","286",Maison,178.47,184,6
12741,"18","033",Appartement,53.3,54,2
12742,"18","033",Appartement,77.33,77,3
12743,"18","033",Appartement,42.9,37,2
12744,"22","106",Maison,57.4,61,3
12745,"22","282",Appartement,54.35,50,3
12746,"26","362",Appartement,81.0,74,4
12747,"26","362",Maison,175.0,150,5
12748,"27","284",Appartement,44.3,42,2
12749,"28","191",Maison,101.28,100,4
12750,"2A","004",Appartement,109.76,113,4
12751,"2A","247",Maison,45.71,108,5
12752,"30","011",Maison,173.59,137,4
12753,"30","133",Appartement,33.65,36,2
12754,"30","189",Appartement,57.74,57,3
12755,"30","189",Appartement,17.72,19,1
12756,"30","189",Appartement,51.71,54,3
12757,"30","189",Maison,94.93,85,4
12758,"30","189",Maison,95.92,82,4
12759,"30","334",Appartement,50.33,50,2
12760,"33","036",Appartement,86.39,127,3
12761,"33","063",Appartement,67.38,45,3
12762,"33","063",Appartement,106.09,115,3
12763,"33","192",Appartement,75.77,72,4
12764,"33","318",Appartement,65.52,66,3
12765,"33","318",Maison,22.72,22,1
12766,"33","422",Appartement,40.84,41,2
12767,"33","449",Appartement,37.24,38,2
12768,"34","003",Appartement,39.34,40,3
12769,"34","022",Appartement,57.99,58,3
12770,"34","157",Appartement,29.46,35,2
12771,"34","301",Appartement,30.49,32,2
12772,"34","301",Appartement,33.21,33,1
12773,"35","093",Appartement,57.05,44,2
12774,"35","095",Appartement,23.0,94,3
12775,"35","122",Appartement,56.1,64,3
12776,"35","236",Appartement,52.92,55,3
12777,"37","261",Appartement,41.58,19,1
12778,"38","422",Appartement,107.4,105,4
12779,"38","562",Appartement,63.48,88,4
12780,"41","269",Appartement,62.33,62,3
12781,"42","044",Appartement,51.38,49,2
12782,"42","189",Appartement,95.12,93,4
12783,"42","207",Appartement,59.91,59,2
12784,"42","218",Appartement,42.02,45,2
12785,"43","224",Maison,72.0,70,4
12786,"44","109",Appartement,89.18,88,3
12787,"44","109",Appartement,38.36,50,2
12788,"44","109",Appartement,62.6,62,3
12789,"44","143",Maison,66.0,65,3
12790,"44","143",Appartement,73.62,80,4
12791,"44","162",Maison,80.17,82,4
12792,"44","169",Appartement,35.16,32,2
12793,"45","155",Appartement,39.95,40,2
12794,"45","234",Appartement,40.58,40,2
12795,"45","284",Appartement,45.55,46,2
12796,"47","323",Appartement,60.75,62,3
12797,"49","007",Appartement,69.81,70,2
12798,"50","129",Appartement,53.18,74,2
12799,"50","218",Appartement,59.2,80,2
12800,"51","108",Appartement,143.99,45,3
12801,"51","230",Appartement,45.41,49,2
12802,"51","230",Maison,90.33,79,5
12803,"51","230",Appartement,37.57,83,5
12804,"51","454",Appartement,38.04,37,2
12805,"51","454",Appartement,73.98,73,3
12806,"51","454",Appartement,115.71,115,5
12807,"51","454",Appartement,110.65,113,5
12808,"54","099",Appartement,47.81,47,2
12809,"54","323",Maison,54.83,35,2
12810,"56","083",Maison,85.52,90,5
12811,"59","178",Appartement,48.8,50,2
12812,"59","350",Appartement,34.14,36,2
12813,"59","378",Appartement,63.89,64,3
12814,"59","466",Appartement,43.47,45,2
12815,"59","599",Appartement,59.48,58,3
12816,"60","141",Appartement,83.97,81,5
12817,"60","159",Appartement,29.56,29,1
12818,"60","159",Appartement,19.2,19,1
12819,"60","175",Appartement,50.73,51,3
12820,"60","176",Appartement,69.11,72,3
12821,"62","004",Appartement,106.48,104,4
12822,"62","041",Appartement,19.41,22,1
12823,"62","445",Maison,112.62,101,4
12824,"64","122",Appartement,62.76,63,3
12825,"64","122",Appartement,81.15,81,4
12826,"64","260",Appartement,42.24,42,2
12827,"64","483",Appartement,44.5,45,2
12828,"64","519",Maison,80.03,78,4
12829,"65","138",Appartement,45.92,50,3
12830,"65","440",Appartement,10.33,11,1
12831,"65","440",Appartement,48.76,49,2
12832,"69","029",Appartement,63.88,63,3
12833,"69","032",Appartement,77.25,80,4
12834,"69","072",Appartement,25.78,26,1
12835,"69","191",Appartement,49.96,54,2
12836,"69","385",Appartement,56.92,56,3
12837,"70","561",Appartement,422.5,15,1
12838,"72","071",Appartement,121.0,120,5
12839,"73","006",Appartement,25.45,26,3
12840,"75","104",Appartement,24.0,24,1
12841,"75","104",Appartement,38.24,52,1
12842,"75","105",Appartement,35.39,45,2
12843,"75","106",Appartement,25.72,26,2
12844,"75","106",Appartement,14.21,13,1
12845,"75","107",Appartement,21.25,24,2
12846,"75","107",Appartement,205.08,215,4
12847,"75","107",Appartement,74.29,70,4
12848,"75","109",Appartement,41.98,43,2
12849,"75","110",Appartement,16.36,25,2
12850,"75","110",Appartement,60.07,65,3
12851,"75","110",Appartement,45.7,44,3
12852,"75","110",Appartement,21.39,17,1
12853,"75","111",Appartement,48.86,48,2
12854,"75","111",Appartement,38.46,26,2
12855,"75","111",Appartement,12.65,18,1
12856,"75","111",Appartement,40.02,39,2
12857,"75","111",Appartement,88.49,96,3
12858,"75","111",Appartement,60.39,65,3
12859,"75","112",Appartement,28.17,30,2
12860,"75","112",Appartement,43.54,44,2
12861,"75","112",Appartement,56.06,53,2
12862,"75","112",Appartement,48.4,43,2
12863,"75","113",Appartement,62.24,63,3
12864,"75","114",Appartement,22.3,20,2
12865,"75","114",Appartement,30.71,36,2
12866,"75","114",Appartement,68.29,67,3
12867,"75","114",Appartement,97.59,93,5
12868,"75","115",Appartement,57.17,60,2
12869,"75","115",Appartement,23.59,24,1
12870,"75","115",Appartement,26.63,30,2
12871,"75","115",Appartement,58.83,46,2
12872,"75","116",Appartement,83.96,80,4
12873,"75","116",Appartement,12.51,11,1
12874,"75","116",Appartement,73.9,60,2
12875,"75","116",Appartement,33.04,155,7
12876,"75","117",Appartement,18.27,18,2
12877,"75","117",Appartement,49.15,50,2
12878,"75","117",Appartement,218.0,213,6
12879,"75","117",Appartement,95.1,91,3
12880,"75","117",Appartement,31.13,28,2
12881,"75","117",Appartement,50.25,48,2
12882,"75","117",Appartement,35.52,36,1
12883,"75","118",Appartement,47.3,49,2
12884,"75","118",Appartement,124.21,144,4
12885,"75","119",Appartement,53.38,53,2
12886,"75","119",Appartement,104.74,107,3
12887,"75","119",Appartement,64.21,65,3
12888,"75","119",Appartement,27.89,27,1
12889,"75","120",Appartement,30.9,29,2
12890,"76","217",Appartement,50.07,50,2
12891,"76","351",Appartement,102.35,102,4
12892,"76","351",Appartement,59.4,59,3
12893,"77","018",Maison,65.39,65,3
12894,"77","067",Maison,102.64,103,6
12895,"77","083",Appartement,77.44,78,4
12896,"77","121",Appartement,61.54,63,3
12897,"77","307",Appartement,66.34,63,3
12898,"77","333",Appartement,43.01,48,2
12899,"77","344",Appartement,60.3,75,3
12900,"77","350",Maison,85.94,68,4
12901,"77","407",Appartement,43.0,43,1
12902,"77","464",Appartement,49.86,51,2
12903,"77","514",Appartement,54.53,56,3
12904,"78","005",Appartement,41.64,42,1
12905,"78","005",Appartement,24.86,25,1
12906,"78","005",Appartement,72.32,72,3
12907,"78","126",Appartement,92.01,91,5
12908,"78","158",Appartement,23.45,21,2
12909,"78","160",Appartement,23.49,27,1
12910,"78","190",Appartement,62.12,64,3
12911,"78","327",Appartement,58.84,60,3
12912,"78","358",Appartement,73.4,76,4
12913,"78","423",Appartement,59.81,59,2
12914,"78","442",Appartement,70.06,67,4
12915,"78","481",Appartement,137.8,128,5
12916,"78","490",Appartement,68.42,72,3
12917,"78","490",Appartement,74.15,73,4
12918,"78","517",Appartement,30.56,40,2
12919,"78","517",Appartement,43.04,42,2
12920,"78","586",Appartement,63.11,63,3
12921,"78","586",Appartement,79.15,78,4
12922,"78","640",Appartement,51.01,51,2
12923,"78","646",Appartement,106.88,106,5
12924,"78","646",Appartement,23.36,25,1
12925,"78","650",Appartement,65.51,75,3
12926,"78","686",Appartement,53.84,51,3
12927,"80","021",Appartement,45.56,46,2
12928,"80","021",Appartement,77.65,78,3
12929,"80","021",Maison,84.07,85,4
12930,"80","533",Appartement,37.4,40,2
12931,"82","037",Appartement,49.33,46,2
12932,"82","121",Appartement,108.96,100,5
12933,"82","121",Maison,82.05,82,4
12934,"83","061",Appartement,66.46,67,3
12935,"83","064",Maison,68.93,76,3
12936,"83","100",Appartement,20.64,24,1
12937,"83","101",Maison,70.44,71,4
12938,"83","107",Maison,99.15,100,5
12939,"83","115",Appartement,102.02,107,5
12940,"83","123",Appartement,41.33,50,2
12941,"83","126",Appartement,18.85,21,2
12942,"83","126",Appartement,52.5,55,3
12943,"83","137",Appartement,72.24,73,3
12944,"84","007",Appartement,21.35,24,1
12945,"84","065",Appartement,90.0,100,3
12946,"85","262",Maison,111.49,112,5
12947,"86","066",Appartement,71.91,72,3
12948,"87","085",Appartement,83.4,84,3
12949,"88","160",Appartement,59.67,60,3
12950,"88","383",Maison,65.0,74,2
12951,"89","418",Appartement,90.97,92,5
12952,"91","027",Appartement,37.02,40,2
12953,"91","097",Appartement,72.9,73,4
12954,"91","174",Maison,104.72,104,5
12955,"91","200",Appartement,33.93,32,2
12956,"91","201",Appartement,109.79,106,3
12957,"91","216",Appartement,26.91,25,1
12958,"91","223",Maison,118.14,113,5
12959,"91","228",Appartement,32.54,32,1
12960,"91","333",Appartement,43.04,43,2
12961,"91","433",Appartement,36.95,49,2
12962,"91","477",Appartement,59.43,59,3
12963,"91","514",Appartement,39.3,38,2
12964,"91","533",Appartement,37.53,41,2
12965,"91","552",Appartement,50.62,50,3
12966,"91","589",Appartement,28.16,29,1
12967,"91","661",Maison,110.01,88,7
12968,"91","661",Appartement,90.01,90,4
12969,"91","685",Maison,90.58,94,5
12970,"91","687",Appartement,45.17,45,2
12971,"92","023",Appartement,56.24,76,3
12972,"92","024",Appartement,44.95,45,2
12973,"92","024",Appartement,25.7,26,2
12974,"92","026",Appartement,32.34,32,1
12975,"92","026",Appartement,23.04,23,1
12976,"92","032",Appartement,67.38,80,3
12977,"92","035",Appartement,23.79,25,1
12978,"92","044",Appartement,106.65,110,4
12979,"92","044",Appartement,67.35,65,3
12980,"92","044",Appartement,54.16,62,2
12981,"92","044",Appartement,30.02,28,1
12982,"92","044",Appartement,79.28,79,3
12983,"92","044",Appartement,29.75,28,3
12984,"92","046",Appartement,68.57,75,4
12985,"92","046",Appartement,48.45,48,3
12986,"92","049",Appartement,54.52,53,3
12987,"92","049",Appartement,33.53,33,1
12988,"92","060",Appartement,42.45,42,2
12989,"92","063",Appartement,81.28,84,3
12990,"93","005",Appartement,47.03,47,2
12991,"93","033",Appartement,47.75,47,2
12992,"93","046",Appartement,39.4,39,2
12993,"93","047",Maison,80.48,81,4
12994,"93","048",Appartement,51.35,48,3
12995,"93","048",Maison,115.42,115,4
12996,"93","048",Appartement,54.0,54,2
12997,"93","062",Appartement,20.4,22,1
12998,"93","064",Appartement,67.1,66,3
12999,"93","066",Appartement,33.9,37,2
13000,"94","018",Appartement,24.0,25,2
13001,"94","021",Appartement,85.55,89,4
13002,"94","022",Appartement,65.41,65,3
13003,"94","033",Appartement,47.67,47,2
13004,"94","038",Appartement,90.43,91,5
13005,"94","042",Appartement,84.6,85,4
13006,"94","046",Appartement,85.05,90,5
13007,"94","046",Appartement,53.4,59,3
13008,"94","054",Appartement,56.72,56,3
13009,"94","055",Appartement,29.35,30,2
13010,"94","058",Appartement,48.86,49,2
13011,"94","060",Maison,103.46,101,5
13012,"94","068",Appartement,80.71,83,2
13013,"94","068",Appartement,19.57,22,1
13014,"94","068",Appartement,20.69,20,1
13015,"94","068",Appartement,57.6,53,2
13016,"94","069",Appartement,39.4,46,3
13017,"94","069",Appartement,26.88,26,2
13018,"94","074",Maison,72.39,72,4
13019,"94","076",Appartement,85.05,85,4
13020,"94","076",Appartement,46.16,47,3
13021,"94","076",Appartement,44.17,44,2
13022,"94","077",Appartement,55.52,54,3
13023,"94","079",Appartement,53.66,53,3
13024,"94","079",Appartement,48.17,48,1
13025,"94","080",Appartement,41.34,60,3
13026,"94","081",Appartement,31.31,31,1
13027,"95","018",Appartement,56.2,59,3
13028,"95","018",Appartement,54.12,53,3
13029,"95","019",Maison,75.77,58,3
13030,"95","176",Appartement,47.3,46,2
13031,"95","199",Maison,111.76,104,5
13032,"95","229",Appartement,65.26,66,4
13033,"95","229",Appartement,54.36,54,3
13034,"95","252",Maison,105.74,92,6
13035,"95","268",Appartement,60.59,60,3
13036,"95","306",Appartement,34.85,55,4
13037,"95","424",Appartement,35.26,35,2
13038,"95","500",Appartement,41.54,41,2
13039,"95","500",Appartement,24.77,32,2
13040,"95","563",Appartement,21.39,20,1
13041,"95","572",Maison,67.0,67,3
13042,"95","678",Appartement,90.32,75,4
13043,"95","680",Maison,104.23,94,5
13044,"972","209",Appartement,48.27,47,2
13045,"973","302",Appartement,46.08,45,2
13046,"973","304",Appartement,42.8,45,2
13047,"973","309",Appartement,43.4,21,1
13048,"973","309",Maison,56.0,40,3
13049,"973","311",Appartement,71.85,72,3
13050,"06","120",Appartement,28.34,30,1
13051,"11","170",Maison,49.13,31,2
13052,"14","754",Appartement,24.68,25,2
13053,"18","279",Appartement,43.13,44,3
13054,"27","681",Appartement,79.92,76,3
13055,"28","229",Appartement,43.68,44,2
13056,"34","079",Appartement,46.01,47,2
13057,"45","208",Appartement,25.99,26,1
13058,"54","323",Appartement,54.97,40,2
13059,"54","521",Maison,81.22,84,4
13060,"60","159",Appartement,51.5,50,2
13061,"60","159",Appartement,71.84,68,3
13062,"65","123",Appartement,35.48,35,2
13063,"66","124",Appartement,36.05,38,2
13064,"72","181",Appartement,40.85,41,1
13065,"75","111",Appartement,17.06,15,1
13066,"76","217",Appartement,38.3,37,2
13067,"77","305",Appartement,75.58,80,4
13068,"78","073",Appartement,29.19,30,2
13069,"78","242",Maison,96.72,97,5
13070,"78","643",Appartement,38.6,37,2
13071,"80","333",Appartement,42.66,42,2
13072,"91","223",Appartement,41.78,46,2
13073,"91","223",Appartement,71.52,69,3
13074,"91","691",Appartement,32.56,33,1
13075,"95","288",Appartement,84.5,84,4
13076,"01","143",Appartement,46.05,46,2
13077,"04","242",Appartement,62.85,70,3
13078,"06","004",Appartement,19.31,20,1
13079,"06","010",Appartement,63.25,58,3
13080,"06","019",Appartement,85.15,85,4
13081,"06","027",Appartement,142.62,100,3
13082,"06","027",Appartement,51.58,52,2
13083,"06","032",Appartement,14.53,14,1
13084,"06","073",Appartement,24.96,25,1
13085,"06","079",Appartement,68.82,81,3
13086,"06","088",Appartement,15.85,17,1
13087,"06","104",Appartement,28.33,28,1
13088,"06","108",Maison,110.17,111,5
13089,"06","155",Appartement,46.02,46,2
13090,"07","010",Appartement,67.98,68,4
13091,"08","409",Appartement,37.45,41,1
13092,"10","387",Appartement,76.6,76,3
13093,"11","145",Maison,36.45,35,2
13094,"11","202",Appartement,34.61,36,2
13095,"11","262",Maison,30.93,30,3
13096,"11","266",Appartement,31.98,36,2
13097,"13","005",Appartement,56.04,60,4
13098,"13","045",Appartement,60.95,66,3
13099,"13","201",Appartement,61.7,67,3
13100,"13","201",Appartement,71.22,80,3
13101,"13","201",Appartement,28.43,29,1
13102,"13","202",Appartement,32.03,33,2
13103,"13","202",Appartement,52.02,52,3
13104,"13","203",Appartement,54.1,48,3
13105,"13","204",Appartement,29.23,32,1
13106,"13","204",Appartement,16.19,22,1
13107,"13","206",Appartement,88.49,47,3
13108,"13","206",Appartement,61.73,61,3
13109,"13","209",Appartement,122.51,123,5
13110,"13","209",Appartement,67.73,67,3
13111,"13","209",Appartement,53.38,75,2
13112,"13","213",Appartement,65.5,64,3
13113,"13","214",Appartement,51.82,54,3
13114,"13","215",Appartement,57.61,56,3
13115,"17","421",Appartement,89.5,89,3
13116,"22","032",Appartement,25.3,26,1
13117,"22","278",Appartement,92.33,102,4
13118,"22","278",Appartement,18.33,21,1
13119,"24","520",Appartement,37.64,38,2
13120,"25","056",Appartement,41.08,48,2
13121,"2A","032",Appartement,32.12,32,2
13122,"2A","247",Appartement,46.47,29,1
13123,"2A","249",Appartement,70.38,70,3
13124,"30","003",Maison,33.49,29,3
13125,"30","062",Appartement,38.18,40,3
13126,"30","189",Appartement,38.68,50,2
13127,"30","206",Maison,44.95,45,2
13128,"33","063",Appartement,39.42,39,2
13129,"33","063",Appartement,116.5,117,4
13130,"33","063",Appartement,33.62,36,2
13131,"33","243",Appartement,35.64,35,2
13132,"33","281",Appartement,66.04,67,3
13133,"33","529",Appartement,25.34,25,1
13134,"33","550",Maison,114.47,111,2
13135,"34","003",Appartement,21.27,26,2
13136,"34","032",Appartement,31.96,31,2
13137,"34","108",Appartement,48.21,58,3
13138,"34","108",Appartement,44.31,44,2
13139,"34","157",Maison,50.57,44,2
13140,"34","324",Maison,30.33,31,4
13141,"35","012",Appartement,72.6,73,4
13142,"35","055",Appartement,73.57,72,3
13143,"35","095",Appartement,62.51,74,3
13144,"38","185",Appartement,35.35,35,2
13145,"38","185",Appartement,92.31,89,3
13146,"38","185",Appartement,51.74,52,2
13147,"38","229",Appartement,95.53,98,2
13148,"38","239",Appartement,35.54,40,1
13149,"38","553",Appartement,35.55,35,2
13150,"39","362",Appartement,28.08,55,2
13151,"40","209",Appartement,95.06,93,5
13152,"41","047",Appartement,42.6,43,2
13153,"41","295",Appartement,31.85,30,2
13154,"44","020",Appartement,34.0,34,2
13155,"44","049",Appartement,68.63,51,2
13156,"44","109",Appartement,66.15,67,3
13157,"44","169",Appartement,45.43,42,2
13158,"44","184",Appartement,12.97,14,1
13159,"47","323",Appartement,25.15,28,1
13160,"49","007",Appartement,53.53,49,2
13161,"49","007",Appartement,56.81,70,4
13162,"49","355",Maison,56.43,63,2
13163,"50","394",Appartement,50.02,54,2
13164,"51","108",Appartement,35.1,39,1
13165,"51","454",Appartement,51.62,51,2
13166,"54","395",Appartement,113.73,115,4
13167,"54","578",Appartement,57.17,60,3
13168,"56","178",Appartement,71.7,71,3
13169,"59","328",Appartement,84.4,86,4
13170,"59","350",Appartement,28.3,29,2
13171,"59","350",Appartement,64.59,72,3
13172,"59","360",Appartement,41.04,41,2
13173,"59","421",Appartement,89.01,82,4
13174,"59","512",Appartement,78.61,78,4
13175,"59","636",Appartement,39.2,38,2
13176,"59","648",Appartement,42.0,42,2
13177,"60","139",Appartement,83.07,86,4
13178,"60","141",Appartement,49.28,48,2
13179,"60","282",Appartement,33.38,35,1
13180,"63","300",Appartement,69.1,70,3
13181,"64","102",Appartement,87.19,85,4
13182,"65","138",Appartement,65.46,80,3
13183,"65","384",Appartement,89.25,89,4
13184,"65","388",Appartement,32.18,32,1
13185,"66","136",Appartement,70.3,70,3
13186,"69","003",Appartement,74.18,81,3
13187,"69","112",Appartement,84.9,84,4
13188,"69","244",Appartement,94.78,94,4
13189,"69","264",Appartement,89.24,89,4
13190,"69","266",Appartement,74.69,76,3
13191,"69","275",Appartement,59.31,59,3
13192,"69","277",Maison,143.84,140,6
13193,"69","386",Appartement,85.14,81,3
13194,"69","389",Appartement,56.23,54,2
13195,"69","389",Appartement,147.24,149,6
13196,"70","550",Appartement,65.99,64,3
13197,"75","102",Appartement,37.03,44,2
13198,"75","104",Appartement,36.4,35,2
13199,"75","104",Appartement,98.71,93,5
13200,"75","105",Appartement,83.83,75,4
13201,"75","106",Appartement,39.28,38,2
13202,"75","106",Appartement,32.01,39,1
13203,"75","107",Appartement,18.54,20,1
13204,"75","108",Appartement,143.64,150,5
13205,"75","109",Appartement,179.02,69,3
13206,"75","109",Appartement,52.35,55,3
13207,"75","110",Appartement,22.02,22,1
13208,"75","110",Appartement,59.23,58,3
13209,"75","111",Appartement,25.88,28,2
13210,"75","111",Appartement,65.09,64,2
13211,"75","111",Appartement,104.67,100,4
13212,"75","111",Appartement,67.15,68,2
13213,"75","112",Appartement,38.65,39,1
13214,"75","114",Appartement,18.71,22,1
13215,"75","114",Appartement,17.2,16,1
13216,"75","114",Appartement,23.94,20,1
13217,"75","115",Appartement,21.3,14,1
13218,"75","115",Appartement,17.18,18,1
13219,"75","115",Appartement,64.57,73,3
13220,"75","115",Appartement,46.73,46,2
13221,"75","116",Appartement,92.48,92,4
13222,"75","117",Appartement,83.41,82,4
13223,"75","117",Appartement,23.42,22,2
13224,"75","117",Appartement,16.8,22,1
13225,"75","117",Appartement,25.22,24,2
13226,"75","118",Appartement,39.2,40,2
13227,"75","118",Appartement,14.42,10,1
13228,"75","119",Appartement,28.85,30,2
13229,"75","120",Appartement,45.1,45,2
13230,"75","120",Appartement,56.74,55,3
13231,"76","217",Appartement,114.3,96,4
13232,"76","540",Appartement,50.37,50,2
13233,"76","552",Appartement,79.01,79,4
13234,"76","575",Appartement,74.82,80,4
13235,"76","711",Appartement,53.21,58,3
13236,"77","014",Appartement,58.95,58,3
13237,"77","058",Appartement,59.63,60,3
13238,"77","083",Maison,105.21,103,4
13239,"77","288",Appartement,19.57,18,1
13240,"77","372",Appartement,57.07,52,3
13241,"77","382",Maison,93.3,90,4
13242,"77","449",Appartement,70.89,70,3
13243,"77","464",Appartement,40.41,40,2
13244,"78","005",Appartement,38.55,37,2
13245,"78","073",Appartement,66.0,66,4
13246,"78","172",Maison,84.12,86,1
13247,"78","190",Maison,107.73,65,3
13248,"78","208",Appartement,70.32,71,3
13249,"78","208",Appartement,88.88,88,3
13250,"78","327",Maison,67.73,76,4
13251,"78","382",Appartement,57.45,60,2
13252,"78","490",Maison,85.33,89,2
13253,"78","502",Appartement,87.0,83,4
13254,"78","517",Appartement,72.43,73,3
13255,"78","586",Appartement,55.01,55,2
13256,"80","001",Appartement,42.2,55,2
13257,"82","121",Appartement,30.9,30,1
13258,"82","190",Appartement,77.09,60,3
13259,"83","009",Appartement,28.99,29,2
13260,"83","016",Appartement,35.87,35,2
13261,"83","016",Appartement,56.8,36,1
13262,"83","069",Appartement,73.59,76,3
13263,"83","069",Appartement,31.14,30,1
13264,"83","070",Appartement,52.34,56,3
13265,"83","090",Appartement,30.3,30,1
13266,"83","126",Appartement,23.25,25,2
13267,"83","129",Appartement,36.29,32,1
13268,"83","137",Appartement,77.22,76,4
13269,"83","137",Appartement,54.33,54,3
13270,"84","007",Appartement,32.49,37,2
13271,"84","141",Maison,125.92,95,4
13272,"85","226",Appartement,25.62,25,1
13273,"85","288",Appartement,26.91,28,2
13274,"86","157",Appartement,63.3,63,3
13275,"91","105",Maison,76.6,77,4
13276,"91","174",Appartement,34.11,34,1
13277,"91","200",Appartement,74.57,16,1
13278,"91","477",Appartement,56.61,55,2
13279,"91","645",Appartement,99.93,101,5
13280,"91","661",Appartement,77.14,75,4
13281,"91","689",Appartement,42.67,43,2
13282,"91","692",Appartement,69.7,70,4
13283,"92","020",Appartement,26.8,27,1
13284,"92","023",Appartement,38.71,35,3
13285,"92","035",Appartement,80.92,79,3
13286,"92","046",Appartement,23.11,23,1
13287,"92","049",Appartement,69.19,69,3
13288,"92","049",Appartement,30.5,31,1
13289,"92","049",Appartement,117.22,63,4
13290,"92","049",Appartement,67.66,67,3
13291,"92","050",Appartement,45.74,47,2
13292,"92","051",Appartement,127.65,129,6
13293,"92","051",Appartement,25.52,28,1
13294,"92","060",Appartement,97.15,100,5
13295,"92","062",Appartement,64.9,59,2
13296,"92","063",Appartement,31.95,32,1
13297,"93","001",Appartement,17.0,18,1
13298,"93","001",Appartement,45.03,44,3
13299,"93","046",Appartement,52.72,53,3
13300,"93","048",Maison,63.57,46,5
13301,"93","051",Appartement,114.17,114,5
13302,"93","064",Appartement,26.5,26,1
13303,"93","066",Appartement,62.78,56,3
13304,"93","066",Appartement,50.29,49,3
13305,"93","066",Appartement,14.91,17,1
13306,"93","070",Appartement,29.86,29,2
13307,"94","017",Appartement,90.54,90,4
13308,"94","017",Maison,137.68,130,6
13309,"94","028",Appartement,61.8,67,3
13310,"94","028",Appartement,64.39,64,3
13311,"94","034",Appartement,44.51,45,2
13312,"94","034",Maison,89.1,75,4
13313,"94","052",Appartement,32.44,32,1
13314,"94","058",Appartement,53.0,56,2
13315,"94","059",Appartement,61.5,62,3
13316,"94","073",Maison,117.76,114,6
13317,"94","073",Appartement,64.91,65,4
13318,"94","076",Appartement,78.21,78,4
13319,"94","080",Appartement,94.46,43,2
13320,"94","081",Appartement,51.28,50,2
13321,"94","081",Appartement,48.08,48,2
13322,"95","018",Appartement,67.54,68,3
13323,"95","134",Maison,124.63,74,3
13324,"95","205",Appartement,64.6,67,3
13325,"95","218",Appartement,66.55,66,3
13326,"95","323",Maison,80.04,84,5
13327,"95","369",Appartement,67.92,68,3
13328,"95","388",Maison,76.06,77,4
13329,"95","491",Appartement,68.1,65,3
13330,"95","555",Appartement,71.03,70,3
13331,"973","304",Appartement,25.31,31,1
13332,"01","109",Appartement,295.21,190,6
13333,"01","240",Appartement,42.89,32,2
13334,"02","722",Appartement,62.15,83,3
13335,"02","722",Appartement,41.42,44,1
13336,"06","011",Appartement,57.75,39,2
13337,"06","011",Appartement,41.77,43,2
13338,"06","085",Appartement,79.58,73,4
13339,"06","085",Appartement,15.38,16,1
13340,"06","088",Appartement,91.0,90,3
13341,"06","088",Appartement,21.55,22,1
13342,"06","104",Appartement,30.26,40,1
13343,"06","104",Appartement,27.83,27,1
13344,"06","128",Appartement,122.85,121,4
13345,"06","136",Appartement,36.34,30,2
13346,"06","155",Appartement,52.25,52,2
13347,"07","324",Appartement,52.93,53,3
13348,"11","170",Appartement,27.22,20,1
13349,"11","170",Maison,29.67,31,2
13350,"11","202",Appartement,37.36,36,3
13351,"11","266",Appartement,31.53,35,2
13352,"13","007",Appartement,49.85,53,3
13353,"13","202",Appartement,66.72,67,3
13354,"13","206",Appartement,68.0,68,4
13355,"13","208",Appartement,74.85,75,4
13356,"13","208",Appartement,27.24,24,1
13357,"13","214",Appartement,20.19,18,1
13358,"14","715",Appartement,46.94,43,1
13359,"17","333",Maison,27.5,27,2
13360,"18","033",Appartement,4.95,45,2
13361,"22","055",Appartement,34.17,31,2
13362,"22","325",Appartement,59.8,60,3
13363,"24","138",Appartement,59.51,58,3
13364,"24","356",Maison,89.62,90,2
13365,"24","520",Appartement,36.32,36,2
13366,"26","165",Appartement,62.01,64,4
13367,"28","085",Appartement,50.74,50,2
13368,"2A","004",Appartement,71.02,66,3
13369,"2A","004",Appartement,67.4,60,3
13370,"2A","008",Maison,65.31,65,3
13371,"33","063",Appartement,28.43,28,1
13372,"33","063",Appartement,12.11,33,1
13373,"33","063",Appartement,21.72,22,1
13374,"33","165",Appartement,48.6,50,1
13375,"33","243",Appartement,59.84,55,2
13376,"33","522",Appartement,85.48,86,4
13377,"34","003",Appartement,24.92,18,1
13378,"34","023",Appartement,46.0,46,2
