"code_dep","code_commune","nom_commune","population_municipale","population_comptee_a_part"
"46","208",Montvalent,287,11
"46","209",Nadaillac-de-Rouge,163,8
"46","210",Nadillac,68,1
"46","211",Nuzéjouls,353,2
"46","212",Orniac,70,3
"46","213",Padirac,154,10
"46","214",Parnac,385,9
"46","215",Payrac,618,17
"46","216",Payrignac,658,29
"46","217",Pern,437,11
"46","218",Pescadoires,187,3
"46","219",Peyrilles,346,13
"46","220",Pinsac,788,25
"46","221",Planioles,533,9
"46","222",Pomarède,192,3
"46","223",Pontcirq,175,1
"46","224",Pradines,3562,102
"46","225",Prayssac,2384,76
"46","226",Prendeignes,230,7
"46","227",Promilhanes,222,4
"46","228",Prudhomat,718,15
"46","229",Puybrun,1015,18
"46","230",Puyjourdes,86,4
"46","231",Puy-l'Evêque,1940,29
"46","232",Le Vignon-en-Quercy,1006,24
"46","233",Quissac,109,1
"46","234",Rampoux,100,2
"46","235",Reilhac,172,4
"46","236",Reilhaguet,143,0
"46","237",Reyrevignes,372,10
"46","238",Rignac,279,9
"46","239",Le Roc,212,5
"46","240",Rocamadour,623,20
"46","241",Rouffilhac,190,4
"46","242",Rudelle,179,5
"46","243",Rueyres,191,1
"46","244",Sabadel-Latronquière,94,1
"46","245",Sabadel-Lauzès,77,1
"46","246",Saignes,74,1
"46","247",Saillac,154,5
"46","248",Sainte-Alauzie,"",""
"46","249",Saint-Bressou,120,5
"46","250",Saint-Caprais,81,2
"46","251",Saint-Céré,3414,160
"46","252",Les Pechs du Vers,312,8
"46","253",Saint-Chamarand,181,2
"46","254",Saint-Chels,139,5
"46","255",Saint-Cirgues,334,13
"46","256",Saint-Cirq-Lapopie,200,2
"46","257",Saint-Cirq-Madelon,122,3
"46","258",Saint-Cirq-Souillaguet,163,1
"46","259",Saint-Clair,141,2
"46","260",Sainte-Colombe,221,9
"46","261",Sainte-Croix,"",""
"46","262",Lendou-en-Quercy,633,14
"46","263",Barguelonne-en-Quercy,696,17
"46","264",Saint-Denis-Catus,200,7
"46","265",Saint-Denis-lès-Martel,331,7
"46","266",Saint-Félix,538,8
"46","267",Saint-Germain-du-Bel-Air,569,12
"46","268",Saint Géry-Vers,893,20
"46","269",Saint-Hilaire,61,2
"46","270",Saint-Jean-de-Laur,242,3
"46","271",Saint-Jean-Lespinasse,404,17
"46","272",Saint-Jean-Mirabel,271,4
"46","273",Saint-Laurent-les-Tours,846,25
"46","274",Saint-Laurent-Lolmie,"",""
"46","275",Saint-Martin-de-Vers,"",""
"46","276",Saint-Martin-Labouval,185,5
"46","277",Saint-Martin-le-Redon,205,4
"46","278",Saint-Matré,"",""
"46","279",Saint-Maurice-en-Quercy,210,3
"46","280",Saint-Médard,178,5
"46","281",Saint-Médard-de-Presque,200,7
"46","282",Saint-Médard-Nicourby,94,0
"46","283",Saint-Michel-de-Bannières,316,8
"46","284",Saint-Michel-Loubéjou,405,8
"46","285",Saint-Pantaléon,"",""
"46","286",Saint-Paul-de-Vern,176,5
"46","287",Saint-Paul-de-Loubressac,"",""
"46","288",Saint-Perdoux,213,10
"46","289",Saint-Pierre-Toirac,159,0
"46","290",Saint-Projet,341,8
"46","291",Saint-Sauveur-la-Vallée,"",""
"46","292",Saint-Simon,186,6
"46","293",Saint-Sozy,483,12
"46","294",Saint-Sulpice,146,3
"46","295",Saint-Vincent-du-Pendit,212,4
"46","296",Saint-Vincent-Rive-d'Olt,437,16
"46","297",Salviac,1207,25
"46","298",Sarrazac,"",""
"46","299",Sauliac-sur-Célé,120,4
"46","300",Saux,"",""
"46","301",Sauzet,520,5
"46","302",Sénaillac-Latronquière,135,2
"46","303",Sénaillac-Lauzès,128,3
"46","304",Séniergues,137,1
"46","305",Sérignac,306,2
"46","306",Sonac,86,3
"46","307",Soturac,640,6
"46","308",Soucirac,102,1
"46","309",Souillac,3201,318
"46","310",Soulomès,126,2
"46","311",Sousceyrac-en-Quercy,1331,20
"46","312",Strenquels,273,2
"46","313",Tauriac,442,9
"46","314",Terrou,174,40
"46","315",Teyssieu,167,3
"46","316",Thédirac,290,5
"46","317",Thégra,481,13
"46","318",Thémines,232,12
"46","319",Théminettes,168,5
"46","320",Tour-de-Faure,317,15
"46","321",Touzac,370,8
"46","322",Trespoux-Rassiels,809,31
"46","323",Ussel,99,2
"46","324",Uzech,214,4
"46","325",Vaillac,"",""
"46","326",Valprionde,"",""
"46","327",Valroufié,"",""
"46","328",Varaire,335,12
"46","329",Vaylats,326,2
"46","330",Vayrac,1303,25
"46","331",Vers,"",""
"46","332",Viazac,334,5
"46","333",Vidaillac,179,4
"46","334",Le Vigan,1565,57
"46","335",Villesèque,395,16
"46","336",Vire-sur-Lot,349,31
"46","337",Mayrac,259,7
"46","338",Bessonies,77,1
"46","339",Saint-Jean-Lagineste,369,8
"46","340",Saint-Pierre-Lafeuille,365,12
"47","001",Agen,32602,862
"47","002",Agmé,105,4
"47","003",Agnac,421,9
"47","004",Aiguillon,4421,141
"47","005",Allemans-du-Dropt,487,5
"47","006",Allez-et-Cazeneuve,593,13
"47","007",Allons,164,6
"47","008",Ambrus,110,4
"47","009",Andiran,229,8
"47","010",Antagnac,224,3
"47","011",Anthé,199,7
"47","012",Anzex,311,2
"47","013",Argenton,324,11
"47","014",Armillac,202,7
"47","015",Astaffort,2031,39
"47","016",Aubiac,1154,25
"47","017",Auradou,415,9
"47","018",Auriac-sur-Dropt,173,6
"47","019",Bajamont,989,21
"47","020",Baleyssagues,184,8
"47","021",Barbaste,1511,81
"47","022",Bazens,538,9
"47","023",Beaugas,354,5
"47","024",Beaupuy,1632,41
"47","025",Beauville,550,6
"47","026",Beauziac,231,8
"47","027",Bias,2997,45
"47","028",Birac-sur-Trec,850,18
"47","029",Blanquefort-sur-Briolance,495,13
"47","030",Blaymont,209,6
"47","031",Boé,5631,94
"47","032",Bon-Encontre,6224,148
"47","033",Boudy-de-Beauregard,412,3
"47","034",Bouglon,633,13
"47","035",Bourgougnague,328,80
"47","036",Bourlens,375,6
"47","037",Bournel,253,4
"47","038",Bourran,613,24
"47","039",Boussès,36,0
"47","040",Brax,2090,46
"47","041",Bruch,747,15
"47","042",Brugnac,184,6
"47","043",Buzet-sur-Baïse,1260,14
"47","044",Cahuzac,309,3
"47","045",Calignac,472,5
"47","046",Calonges,613,12
"47","047",Cambes,183,5
"47","048",Cancon,1339,19
"47","049",Casseneuil,2433,48
"47","050",Cassignas,129,2
"47","051",Castelculier,2393,48
"47","052",Casteljaloux,4518,56
"47","053",Castella,375,7
"47","054",Castelmoron-sur-Lot,1796,23
"47","055",Castelnaud-de-Gratecambe,516,7
"47","056",Castelnau-sur-Gupie,894,32
"47","057",Castillonnès,1370,20
"47","058",Caubeyres,257,1
"47","059",Caubon-Saint-Sauveur,261,4
"47","060",Caudecoste,1109,19
"47","061",Caumont-sur-Garonne,774,7
"47","062",Cauzac,417,4
"47","063",Cavarc,162,2
"47","064",Cazideroque,238,7
"47","065",Clairac,2594,198
"47","066",Clermont-Dessous,911,12
"47","067",Clermont-Soubiran,393,8
"47","068",Cocumont,1087,23
"47","069",Colayrac-Saint-Cirq,3113,49
"47","070",Condezaygues,850,23
"47","071",Coulx,242,3
"47","072",Courbiac,108,3
"47","073",Cours,198,5
"47","074",Couthures-sur-Garonne,360,6
"47","075",La Croix-Blanche,1078,23
"47","076",Cuq,281,5
"47","077",Cuzorn,851,18
"47","078",Damazan,1357,46
"47","079",Dausse,517,18
"47","080",Dévillac,133,3
"47","081",Dolmayrac,716,15
"47","082",Dondas,216,1
"47","083",Doudrac,104,1
"47","084",Douzains,270,6
"47","085",Durance,297,3
"47","086",Duras,1219,20
"47","087",Engayrac,163,9
"47","088",Escassefort,614,9
"47","089",Esclottes,150,2
"47","090",Espiens,366,8
"47","091",Estillac,2189,41
"47","092",Fals,392,6
"47","093",Fargues-sur-Ourbise,347,9
"47","094",Fauguerolles,810,15
"47","095",Fauillet,863,19
"47","096",Ferrensac,205,5
"47","097",Feugarolles,1010,21
"47","098",Fieux,356,9
"47","099",Fongrave,622,16
"47","100",Foulayronnes,5449,219
"47","101",Fourques-sur-Garonne,1330,28
"47","102",Francescas,737,11
"47","103",Fréchou,230,4
"47","104",Frégimont,253,4
"47","105",Frespech,282,5
"47","106",Fumel,4755,99
"47","107",Galapian,308,6
"47","108",Gaujac,246,7
"47","109",Gavaudun,291,5
"47","110",Gontaud-de-Nogaret,1651,28
"47","111",Granges-sur-Lot,589,17
"47","112",Grateloup-Saint-Gayrand,422,13
"47","113",Grayssas,141,3
"47","114",Grézet-Cavagnan,396,1
"47","115",Guérin,254,7
"47","116",Gueyze,"",""
"47","117",Hautefage-la-Tour,1014,16
"47","118",Hautesvignes,186,1
"47","119",Houeillès,556,8
"47","120",Jusix,102,3
"47","121",Labastide-Castel-Amouroux,302,0
"47","122",Labretonie,186,2
"47","123",Lacapelle-Biron,418,5
"47","124",Lacaussade,212,6
"47","125",Lacépède,314,7
"47","126",Lachapelle,95,1
"47","127",Lafitte-sur-Lot,822,12
"47","128",Lafox,1116,29
"47","129",Lagarrigue,278,6
"47","130",Lagruère,327,5
"47","131",Lagupie,699,15
"47","132",Lalandusse,224,4
"47","133",Lamontjoie,601,8
"47","134",Lannes,366,9
"47","135",Laparade,383,8
"47","136",Laperche,136,2
"47","137",Laplume,1344,32
"47","138",Laroque-Timbaut,1638,24
"47","139",Lasserre,88,1
"47","140",Laugnac,687,15
"47","141",Laussou,283,6
"47","142",Lauzun,763,6
"47","143",Lavardac,2263,59
"47","144",Lavergne,574,20
"47","145",Layrac,3686,56
"47","146",Lédat,1410,29
"47","147",Lévignac-de-Guyenne,684,11
"47","148",Leyritz-Moncassin,204,1
"47","149",Lisse,"",""
"47","150",Longueville,367,6
"47","151",Loubès-Bernac,423,3
"47","152",Lougratte,403,10
"47","153",Lusignan-Grand,"",""
"47","154",Lusignan-Petit,372,4
"47","155",Madaillan,651,16
"47","156",Marcellus,856,8
"47","157",Marmande,17421,587
"47","158",Marmont-Pachas,174,3
"47","159",Le Mas-d'Agenais,1483,34
"47","160",Masquières,183,2
"47","161",Massels,116,1
"47","162",Massoulès,217,5
"47","163",Mauvezin-sur-Gupie,607,8
"47","164",Mazières-Naresse,112,3
"47","165",Meilhan-sur-Garonne,1330,59
"47","166",Meylan,"",""
"47","167",Mézin,1469,26
"47","168",Miramont-de-Guyenne,3092,102
"47","169",Moirax,1177,54
"47","170",Monbahus,615,23
"47","171",Monbalen,437,8
"47","172",Moncaut,594,18
"47","173",Monclar,882,11
"47","174",Moncrabeau,736,17
"47","175",Monflanquin,2329,54
"47","176",Mongaillard,174,12
"47","177",Monheurt,191,4
"47","178",Monségur,402,8
"47","179",Monsempron-Libos,2033,28
"47","180",Montagnac-sur-Auvignon,631,14
"47","181",Montagnac-sur-Lède,271,3
"47","182",Montastruc,246,1
"47","183",Montauriol,166,6
"47","184",Montaut,260,4
"47","185",Montayral,2652,68
"47","186",Montesquieu,773,12
"47","187",Monteton,328,2
"47","188",Montignac-de-Lauzun,291,4
"47","189",Montignac-Toupinerie,148,0
"47","190",Montpezat,549,45
"47","191",Montpouillan,846,9
"47","192",Monviel,78,1
"47","193",Moulinet,199,4
"47","194",Moustier,321,5
"47","195",Nérac,6837,507
"47","196",Nicole,215,3
"47","197",Nomdieu,254,2
"47","198",Pailloles,335,6
"47","199",Pardaillan,316,5
"47","200",Parranquet,114,1
"47","201",Le Passage,9400,170
"47","202",Paulhiac,309,7
"47","203",Penne-d'Agenais,2341,50
"47","204",Peyrière,283,3
"47","205",Pindères,201,8
"47","206",Pinel-Hauterive,564,5
"47","207",Pompiey,205,5
"47","208",Pompogne,199,6
"47","209",Pont-du-Casse,4141,118
"47","210",Port-Sainte-Marie,1846,30
"47","211",Poudenas,223,7
"47","212",Poussignac,289,6
"47","213",Prayssas,995,27
"47","214",Puch-d'Agenais,681,13
"47","215",Pujols,3675,138
"47","216",Puymiclan,679,13
"47","217",Puymirol,919,15
"47","218",Puysserampion,240,4
"47","219",Rayet,180,2
"47","220",Razimet,298,5
"47","221",Réaup-Lisse,606,18
"47","222",La Réunion,486,9
"47","223",Rives,203,7
"47","224",Romestaing,161,6
"47","225",Roquefort,2048,39
"47","226",Roumagne,528,9
"47","227",Ruffiac,177,2
"47","228",Saint-Antoine-de-Ficalba,717,10
"47","229",Saint-Astier,223,5
"47","230",Saint-Aubin,395,9
"47","231",Saint-Avit,175,2
"47","232",Saint-Barthélemy-d'Agenais,520,3
"47","233",Sainte-Bazeille,3160,98
"47","234",Saint-Caprais-de-Lerm,663,20
"47","235",Saint-Colomb-de-Lauzun,471,4
"47","236",Sainte-Colombe-de-Duras,106,1
"47","237",Sainte-Colombe-de-Villeneuve,502,11
"47","238",Sainte-Colombe-en-Bruilhois,1586,53
"47","239",Saint-Etienne-de-Fougères,850,13
"47","240",Saint-Etienne-de-Villeréal,279,10
"47","241",Saint-Eutrope-de-Born,678,18
"47","242",Saint-Front-sur-Lémance,518,13
"47","243",Saint-Gayrand,"",""
"47","244",Sainte-Gemme-Martaillac,387,5
"47","245",Saint-Géraud,93,2
"47","246",Saint-Hilaire-de-Lusignan,1491,39
"47","247",Saint-Jean-de-Duras,248,10
"47","248",Saint-Jean-de-Thurac,571,7
"47","249",Saint-Laurent,523,4
"47","250",Saint-Léger,123,4
"47","251",Saint-Léon,320,5
"47","252",Sainte-Livrade-sur-Lot,6456,175
"47","253",Sainte-Marthe,645,5
"47","254",Saint-Martin-Curton,308,8
"47","255",Saint-Martin-de-Beauville,174,3
"47","256",Saint-Martin-de-Villeréal,102,4
"47","257",Saint-Martin-Petit,613,8
"47","258",Sainte-Maure-de-Peyriac,312,10
"47","259",Saint-Maurice-de-Lestapel,103,4
"47","260",Saint-Maurin,415,5
"47","261",Saint-Nazaire,"",""
"47","262",Saint-Nicolas-de-la-Balerme,423,4
"47","263",Saint-Pardoux-du-Breuil,608,15
"47","264",Saint-Pardoux-Isaac,1105,19
"47","265",Saint-Pastour,377,8
"47","266",Saint-Pé-Saint-Simon,198,2
"47","267",Saint-Pierre-de-Buzet,295,2
"47","268",Saint-Pierre-de-Caubel,"",""
"47","269",Saint-Pierre-de-Clairac,844,19
"47","270",Saint-Pierre-de-Nogaret,"",""
"47","271",Saint-Pierre-sur-Dropt,358,3
"47","272",Saint-Quentin-du-Dropt,194,7
"47","273",Saint-Robert,187,6
"47","274",Saint-Romain-le-Noble,396,6
"47","275",Saint-Salvy,201,1
"47","276",Saint-Sardos,299,7
"47","277",Saint-Sauveur-de-Meilhan,337,1
"47","278",Saint-Sernin,475,9
"47","279",Saint-Sixte,353,6
"47","280",Saint-Sylvestre-sur-Lot,2324,53
"47","281",Saint-Urcisse,249,1
"47","282",Saint-Vincent-de-Lamontjoie,233,7
"47","283",Saint-Vite,1163,30
"47","284",Salles,293,7
"47","285",Samazan,895,17
"47","286",Sauméjan,106,0
"47","287",Saumont,266,3
"47","288",Sauvagnas,524,14
"47","289",La Sauvetat-de-Savères,524,11
"47","290",La Sauvetat-du-Dropt,549,6
"47","291",La Sauvetat-sur-Lède,630,16
"47","292",Sauveterre-la-Lémance,576,6
"47","293",Sauveterre-Saint-Denis,387,18
"47","294",Savignac-de-Duras,219,1
"47","295",Savignac-sur-Leyze,304,6
"47","296",Ségalas,155,2
"47","297",Sembas,141,3
"47","298",Sénestis,213,3
"47","299",Sérignac-Péboudou,172,5
"47","300",Sérignac-sur-Garonne,1172,20
"47","301",Seyches,1062,11
"47","302",Sos,651,7
"47","303",Soumensac,226,9
"47","304",Taillebourg,61,2
"47","305",Tayrac,386,6
"47","306",Le Temple-sur-Lot,1048,19
"47","307",Thézac,200,5
"47","308",Thouars-sur-Garonne,222,3
"47","309",TombebÅ“uf,456,4
"47","310",Tonneins,9130,225
"47","311",Tourliac,133,8
"47","312",Tournon-d'Agenais,761,13
"47","313",Tourtrès,138,1
"47","314",Trémons,395,10
"47","315",Trentels,896,26
"47","316",Varès,671,8
"47","317",Verteuil-d'Agenais,569,5
"47","318",Vianne,995,15
"47","319",Villebramar,107,3
"47","320",Villefranche-du-Queyran,389,1
"47","321",Villeneuve-de-Duras,315,5
"47","322",Villeneuve-de-Mézin,"",""
"47","323",Villeneuve-sur-Lot,21742,683
"47","324",Villeréal,1283,32
"47","325",Villeton,459,6
"47","326",Virazeil,1677,34
"47","327",Xaintrailles,398,11
"47","328",Saint-Georges,550,19
"48","001",Albaret-le-Comtal,176,4
"48","002",Albaret-Sainte-Marie,561,21
"48","003",Allenc,253,5
"48","004",Altier,213,10
"48","005",Antrenas,330,8
"48","006",Arcomie,"",""
"48","007",Arzenc-d'Apcher,50,0
"48","008",Arzenc-de-Randon,193,9
"48","009",Peyre en Aubrac,2291,82
"48","010",Auroux,372,6
"48","011",Auxillac,"",""
"48","012",Les Monts-Verts,354,12
"48","013",Badaroux,984,41
"48","014",Bagnols-les-Bains,"",""
"48","015",Pied-de-Borne,178,12
"48","016",Balsièges,558,18
"48","017",Banassac-Canilhac,1067,36
"48","018",Barjac,769,18
"48","019",Barre-des-Cévennes,203,9
"48","020",Bassurels,65,0
"48","021",La Bastide-Puylaurent,154,3
"48","022",Bédouès,"",""
"48","023",Belvezet,"",""
"48","024",Berc,"",""
"48","025",Les Bessons,426,25
"48","026",Blavignac,265,1
"48","027",Mont Lozère et Goulet,1039,49
"48","028",Les Bondons,144,10
"48","029",Le Born,148,0
"48","030",Brenoux,387,8
"48","031",Brion,76,3
"48","032",Le Buisson,222,6
"48","033",Canilhac,"",""
"48","034",La Canourgue,2122,98
"48","035",La Capelle,"",""
"48","036",Cassagnas,127,2
"48","037",Chadenet,120,2
"48","038",Bel-Air-Val-d'Ance,543,7
"48","039",Chanac,1467,33
"48","040",Chasseradès,"",""
"48","041",Chastanier,77,0
"48","042",Chastel-Nouvel,900,35
"48","043",Châteauneuf-de-Randon,527,8
"48","044",Chauchailles,86,2
"48","045",Chaudeyrac,292,11
"48","046",Chaulhac,67,2
"48","047",La Chaze-de-Peyre,"",""
"48","048",Cheylard-l'Evêque,63,3
"48","049",Chirac,"",""
"48","050",Bédouès-Cocurès,451,15
"48","051",Le Collet-de-Dèze,691,50
"48","052",Combret,"",""
"48","053",Cubières,189,8
"48","054",Cubiérettes,50,5
"48","055",Cultures,183,4
"48","056",Esclanèdes,405,10
"48","057",Estables,"",""
"48","058",La Fage-Montivernoux,155,5
"48","059",La Fage-Saint-Julien,307,5
"48","060",Fau-de-Peyre,"",""
"48","061",Florac Trois Rivières,2067,43
"48","062",Fontanes,"",""
"48","063",Fontans,226,3
"48","064",Fournels,369,9
"48","065",Fraissinet-de-Fourques,80,0
"48","066",Fraissinet-de-Lozère,"",""
"48","067",Gabriac,100,2
"48","068",Gabrias,158,6
"48","069",Gatuzières,53,0
"48","070",Grandrieu,751,15
"48","071",Grandvals,66,1
"48","072",Grèzes,233,6
"48","073",Les Hermaux,95,4
"48","074",Hures-la-Parade,231,11
"48","075",Ispagnac,897,27
"48","076",Javols,"",""
"48","077",Julianges,47,2
"48","078",Lachamp,"",""
"48","079",Lajo,114,3
"48","080",Langogne,2887,193
"48","081",Lanuéjols,316,10
"48","082",Laubert,99,3
"48","083",Les Laubies,152,4
"48","084",Laval-Atger,"",""
"48","085",Laval-du-Tarn,94,4
"48","086",Luc,209,5
"48","087",Prinsuéjols-Malbouzon,265,10
"48","088",La Malène,136,5
"48","089",Le Malzieu-Forain,493,11
"48","090",Le Malzieu-Ville,728,14
"48","091",Marchastel,50,3
"48","092",Marvejols,4684,244
"48","093",Mas-d'Orcières,"",""
"48","094",Massegros Causses Gorges,960,27
"48","095",Mende,12318,829
"48","096",Meyrueis,807,119
"48","097",Moissac-Vallée-Française,216,9
"48","098",Molezon,96,4
"48","099",Bourgs sur Colagne,2092,48
"48","100",Montbel,117,3
"48","101",Montbrun,"",""
"48","102",Montjézieu,"",""
"48","103",Montrodat,1193,71
"48","104",Nasbinals,557,32
"48","105",Naussac-Fontanes,369,18
"48","106",Noalhac,96,7
"48","107",Palhers,179,7
"48","108",La Panouse,76,2
"48","109",La Parade,"",""
"48","110",Paulhac-en-Margeride,101,5
"48","111",Pelouse,237,8
"48","112",Pierrefiche,164,5
"48","113",Pin-Moriès,"",""
"48","114",Planchamp,"",""
"48","115",Le Pompidou,159,7
"48","116",Pont de Montvert - Sud Mont Lozère,562,24
"48","117",Pourcharesses,121,2
"48","118",Prades,"",""
"48","119",Prévenchères,250,13
"48","120",Prinsuéjols,"",""
"48","121",Prunières,239,10
"48","122",Quézac,"",""
"48","123",Recoules-d'Aubrac,172,6
"48","124",Recoules-de-Fumas,104,0
"48","125",Le Recoux,"",""
"48","126",Lachamp-Ribennes,358,12
"48","127",Monts-de-Randon,1291,21
"48","128",Rimeize,593,21
"48","129",Rocles,229,6
"48","130",Rousses,124,1
"48","131",Le Rozier,133,7
"48","132",Saint-Alban-sur-Limagnole,1379,33
"48","133",Saint-Amans,"",""
"48","134",Saint-Andéol-de-Clerguemort,"",""
"48","135",Saint-André-Capcèze,182,0
"48","136",Saint-André-de-Lancize,150,2
"48","137",Saint-Bauzile,624,25
"48","138",Saint-Bonnet-de-Chirac,67,2
"48","139",Saint Bonnet-Laval,251,2
"48","140",Saint-Chély-d'Apcher,4211,589
"48","141",Mas-Saint-Chély,107,6
"48","142",Sainte-Colombe-de-Peyre,"",""
"48","143",Sainte-Colombe-de-Montauroux,"",""
"48","144",Sainte-Croix-Vallée-Française,269,9
"48","145",Saint-Denis-en-Margeride,156,7
"48","146",Gorges du Tarn Causses,909,33
"48","147",Saint-Etienne-du-Valdonnez,643,51
"48","148",Saint-Etienne-Vallée-Française,505,27
"48","149",Sainte-Eulalie,36,2
"48","150",Saint-Flour-de-Mercoire,188,14
"48","151",Saint-Frézal-d'Albuges,63,3
"48","152",Ventalon en Cévennes,267,5
"48","153",Saint-Gal,88,5
"48","154",Saint-Georges-de-Lévéjac,"",""
"48","155",Saint-Germain-de-Calberte,465,6
"48","156",Saint-Germain-du-Teil,870,23
"48","157",Sainte-Hélène,107,4
"48","158",Saint-Hilaire-de-Lavit,104,4
"48","159",Saint-Jean-Chazorne,"",""
"48","160",Saint-Jean-la-Fouillouse,156,7
"48","161",Saint-Juéry,69,2
"48","162",Saint-Julien-d'Arpaon,"",""
"48","163",Saint-Julien-des-Points,114,3
"48","164",Saint-Julien-du-Tournel,"",""
"48","165",Saint-Laurent-de-Muret,186,10
"48","166",Cans et Cévennes,289,11
"48","167",Saint-Laurent-de-Veyrès,37,1
"48","168",Saint-Léger-de-Peyre,190,5
"48","169",Saint-Léger-du-Malzieu,210,11
"48","170",Saint-Martin-de-Boubaux,198,5
"48","171",Saint-Martin-de-Lansuscle,191,2
"48","172",Saint-Maurice-de-Ventalon,"",""
"48","173",Saint-Michel-de-Dèze,230,3
"48","174",Saint-Paul-le-Froid,139,3
"48","175",Saint-Pierre-de-Nogaret,176,10
"48","176",Saint-Pierre-des-Tripiers,90,4
"48","177",Saint-Pierre-le-Vieux,322,9
"48","178",Saint-Privat-de-Vallongue,222,6
"48","179",Saint-Privat-du-Fau,113,2
"48","180",Saint-Rome-de-Dolan,"",""
"48","181",Saint-Saturnin,63,4
"48","182",Saint-Sauveur-de-Ginestoux,58,2
"48","183",Saint-Sauveur-de-Peyre,"",""
"48","184",Saint-Symphorien,"",""
"48","185",Les Salelles,165,5
"48","186",La Salle-Prunet,"",""
"48","187",Les Salces,101,1
"48","188",Serverette,244,5
"48","189",Servières,"",""
"48","190",Termes,215,8
"48","191",La Tieule,94,3
"48","192",Trélans,92,2
"48","193",Vebron,214,1
"48","194",Vialas,424,48
"48","195",Les Vignes,"",""
"48","196",Le Villard,"",""
"48","197",La Villedieu,"",""
"48","198",Villefort,548,12
"49","001",Les Alleuds,"",""
"49","002",Allonnes,2975,53
"49","003",Tuffalun,1752,37
"49","004",Andard,"",""
"49","005",Andigné,"",""
"49","006",Andrezé,"",""
"49","007",Angers,155850,3080
"49","008",Angrie,931,25
"49","009",Antoigné,460,4
"49","010",Armaillé,319,5
"49","011",Artannes-sur-Thouet,428,18
"49","012",Aubigné-sur-Layon,368,11
"49","013",Auverse,"",""
"49","014",Aviré,"",""
"49","015",Avrillé,14443,357
"49","016",Bagneux,"",""
"49","017",Baracé,604,6
"49","018",Baugé-en-Anjou,11829,261
"49","019",Bauné,"",""
"49","020",Beaucouzé,5439,107
"49","021",Beaufort-en-Anjou,7229,154
"49","022",Beaulieu-sur-Layon,1368,29
"49","023",Beaupréau-en-Mauges,23419,716
"49","024",Beausse,"",""
"49","025",Beauvau,"",""
"49","026",Bécon-les-Granits,2789,90
"49","027",Bégrolles-en-Mauges,2107,42
"49","028",Béhuard,125,6
"49","029",Blaison-Saint-Sulpice,1293,28
"49","030",Blou,975,32
"49","031",Bocé,"",""
"49","032",La Bohalle,"",""
"49","033",La Boissière-sur-Evre,"",""
"49","034",Botz-en-Mauges,"",""
"49","035",Bouchemaine,6774,141
"49","036",Bouillé-Ménard,751,20
"49","037",Le Bourg-d'Iré,"",""
"49","038",Bourg-l'Evêque,240,5
"49","039",Bourgneuf-en-Mauges,"",""
"49","040",Bouzillé,"",""
"49","041",Brain-sur-Allonnes,2039,35
"49","042",Brain-sur-l'Authion,"",""
"49","043",Brain-sur-Longuenée,"",""
"49","044",Breil,"",""
"49","045",La Breille-les-Pins,600,14
"49","046",Brézé,"",""
"49","047",Brigné,"",""
"49","048",Briollay,3084,41
"49","049",Brion,"",""
"49","050",Brissac Loire Aubance,10851,274
"49","051",Brissarthe,"",""
"49","052",Broc,"",""
"49","053",Brossay,350,4
"49","054",Candé,2824,62
"49","055",Cantenay-Epinard,2317,35
"49","056",Carbay,263,6
"49","057",Cernusson,337,6
"49","058",Les Cerqueux,877,9
"49","059",Les Cerqueux-sous-Passavant,"",""
"49","060",Bellevigne-les-Châteaux,3482,80
"49","061",Challain-la-Potherie,797,19
"49","062",Chalonnes-sous-le-Lude,"",""
"49","063",Chalonnes-sur-Loire,6518,175
"49","064",Chambellay,397,12
"49","065",Champigné,"",""
"49","066",Champ-sur-Layon,"",""
"49","067",Chenillé-Champteussé,342,8
"49","068",Champtocé-sur-Loire,1864,31
"49","069",Orée d'Anjou,16429,277
"49","070",Chanteloup-les-Bois,694,10
"49","071",Chanzeaux,"",""
"49","072",La Chapelle-du-Genêt,"",""
"49","073",La Chapelle-Hullin,"",""
"49","074",La Chapelle-Rousselin,"",""
"49","075",La Chapelle-Saint-Florent,"",""
"49","076",La Chapelle-Saint-Laud,763,7
"49","077",La Chapelle-sur-Oudon,"",""
"49","078",Charcé-Saint-Ellier-sur-Aubance,"",""
"49","079",Chartrené,"",""
"49","080",Les Hauts-d'Anjou,8759,185
"49","081",Châtelais,"",""
"49","082",Chaudefonds-sur-Layon,941,17
"49","083",Chaudron-en-Mauges,"",""
"49","084",Chaumont-d'Anjou,"",""
"49","085",La Chaussaire,"",""
"49","086",Terranjou,3994,84
"49","087",Chavaignes,"",""
"49","088",Chazé-Henry,"",""
"49","089",Chazé-sur-Argos,1053,28
"49","090",Cheffes,974,12
"49","091",Chemellier,"",""
"49","092",Chemillé-en-Anjou,20828,604
"49","093",Chemiré-sur-Sarthe,"",""
"49","094",Chênehutte-Trèves-Cunault,"",""
"49","095",Chenillé-Changé,"",""
"49","096",Cherré,"",""
"49","097",Cheviré-le-Rouge,"",""
"49","098",Chigné,"",""
"49","099",Cholet,54037,1942
"49","100",Cizay-la-Madeleine,469,17
"49","101",Clefs,"",""
"49","102",Cléré-sur-Layon,337,5
"49","103",Combrée,"",""
"49","104",Concourson-sur-Layon,"",""
"49","105",Contigné,"",""
"49","106",Corné,"",""
"49","107",Cornillé-les-Caves,467,16
"49","108",La Cornuaille,"",""
"49","109",Coron,1580,30
